0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.3426e-30,1.7609e-31,-2.0958e-32,-9.4176e-34,5.901e-34,9.1108e-36,-6.1852e-37,-1.5309e-37,7.1611e-39,-3.4299e-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2646e-27,-3.9652e-28,-3.6286e-30,-2.154e-30,1.6432e-30,-1.533e-31,8.8492e-33,5.5715e-33,1.2474e-34,-6.3096e-35,2.3877e-36,-6.7771e-39,-2.6154e-37,-3.9523e-39,1.5454e-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1719e-25,-3.1987e-26,3.0171e-27,2.7617e-28,-1.3448e-28,-1.9875e-29,1.3451e-30,3.4518e-31,-2.5376e-32,1.1197e-32,5.0517e-34,-2.5191e-35,-2.2765e-35,2.2695e-36,-8.4999e-37,-2.3109e-39,-4.011e-40,5.0346e-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2431e-24,-4.8076e-25,1.2139e-25,1.2639e-26,-7.343e-27,-1.1932e-28,1.4893e-29,-1.29e-29,-1.4882e-30,7.1444e-31,-1.2418e-32,-1.3853e-33,3.081e-33,1.3192e-34,-5.3914e-35,6.4305e-37,3.9888e-37,-3.409e-37,-1.1939e-38,3.5412e-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.1894e-23,2.6401e-24,1.3834e-24,1.1866e-25,-8.5792e-26,1.0135e-26,-5.6814e-28,-4.9209e-28,-5.9038e-30,4.2987e-30,-1.0444e-30,6.1505e-33,1.0771e-31,-1.2169e-33,3.036e-34,5.7742e-35,9.6322e-36,-1.285e-35,1.6501e-37,-7.9547e-39,-3.6996e-40,-2.7994e-39,6.7746e-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4322e-21,1.1581e-22,-4.5631e-24,-1.3393e-24,4.8454e-25,1.8267e-25,-1.3025e-26,-3.0645e-27,4.751e-28,-1.9859e-28,-1.3741e-29,8.4359e-31,4.613e-31,-9.3336e-32,3.4718e-32,6.9299e-34,-1.0892e-34,1.0739e-35,1.1239e-35,-3.4886e-36,-5.6211e-38,2.3983e-38,-5.4756e-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.5547e-21,5.4627e-22,-1.687e-22,-2.4628e-23,1.3305e-23,1.9534e-25,-3.9165e-26,5.0627e-26,5.9195e-27,-2.7863e-27,6.8755e-29,9.3656e-30,-1.9905e-29,-7.9734e-31,3.4142e-31,-8.7757e-33,-4.3635e-33,4.2405e-33,4.6915e-35,-2.4032e-35,-5.4583e-37,1.0892e-36,-2.5972e-37,-1.1052e-39,1.5814e-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0093e-20,-3.286e-21,-4.9266e-22,-2.0271e-23,2.4424e-23,-1.2771e-23,8.1388e-25,5.015e-25,-1.5741e-26,4.5636e-27,2.076e-27,-4.6499e-29,-1.8389e-28,8.988e-30,-2.9366e-30,-2.0139e-31,-1.1423e-32,3.1225e-32,-2.3237e-33,5.928e-34,1.5387e-35,7.8253e-37,-3.7562e-36,3.2591e-37,-5.3546e-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5492e-19,-2.2416e-20,4.0627e-21,8.8402e-22,-4.2745e-22,-4.2635e-23,4.2866e-24,-1.2818e-24,-4.138e-25,1.8179e-25,2.6419e-27,-9.8516e-28,9.1958e-28,1.1304e-28,-4.4301e-29,-1.1361e-31,4.7825e-31,-3.4865e-31,-1.9021e-32,6.6515e-33,1.8709e-34,-1.8925e-34,2.4547e-35,2.0311e-36,-8.0007e-37,-6.0453e-38,3.3567e-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
