0.0030047,0.0011979,-0.0023197
0.0006345,-0.0002211,0.0034598
-0.0003826,-0.0011794,0.0017051
-0.0017077,-0.0016586,0.000109
-0.0029021,-0.0029117,-0.0013581
-0.0039939,-0.0029301,-0.003202
-0.0051043,-0.0048098,-0.0049072
-0.0060934,-0.0053535,-0.006761
-0.006672,-0.0080625,-0.0078614
-0.0071945,-0.0099882,-0.0083174
-0.0073159,-0.0129644,-0.0088131
-0.0076798,-0.0154615,-0.0101117
-0.0074372,-0.0181152,-0.0113608
-0.0073905,-0.0197646,-0.0127487
-0.0067653,-0.020944,-0.0134724
-0.0065507,-0.0205201,-0.0134228
-0.0056829,-0.0207136,-0.0142357
-0.0058602,-0.0200133,-0.0155939
-0.0074745,-0.020041,-0.0184291
-0.0076238,-0.017848,-0.0185282
-0.0085476,-0.0165119,-0.019936
-0.0089395,-0.0149363,-0.0214626
-0.0095367,-0.0145585,-0.0218294
-0.0088555,-0.0136647,-0.0212842
-0.0081837,-0.0124392,-0.019936
-0.0069799,-0.0114164,-0.0183597
-0.0053656,-0.0096197,-0.0178145
-0.0042178,-0.0079427,-0.0163572
-0.0040592,-0.006837,-0.0158417
-0.004983,-0.005464,-0.0143547
-0.0052443,-0.0042938,-0.0132543
-0.0048617,-0.0019995,-0.0114798
-0.0045724,0.000516,-0.010538
-0.0047124,0.0036949,-0.0092493
-0.0052443,0.0061367,-0.0084066
-0.0057575,0.0084771,-0.0077424
-0.0067,0.0105503,-0.0068799
-0.0070173,0.011914,-0.0056011
-0.0071666,0.0121904,-0.0036085
-0.0067653,0.0113151,-0.0018637
-0.0062894,0.0103292,0.0000793
-0.0056549,0.0083757,0.0016754
-0.0041525,0.0067817,0.0038365
-0.0033127,0.0051323,0.0059282
-0.0025661,0.0028472,0.0068403
0.0002053,0.0012347,0.010191
0.0017543,0.0001198,0.011916
0.003182,0.0004239,0.0131849
0.0044138,0.0007924,0.0137202
0.0046564,0.0021193,0.0148702
0.0039939,0.0026906,0.0151279
0.0036673,0.0032434,0.015237
0.0029767,0.0024233,0.0146025
0.0030234,0.00129,0.0151478
0.0027248,0.00129,0.016843
0.0032753,0.0003962,0.0181912
0.0041805,-0.0006174,0.0197179
0.0048803,-0.0019258,0.0208381
0.0062241,-0.0030315,0.0223053
0.0066627,-0.0038792,0.0232173
0.0083423,-0.0041925,0.0240302
0.0094994,-0.0045703,0.0242681
0.0107685,-0.0048098,0.0239509
0.0105259,-0.0038147,0.0227117
0.0095461,-0.0037871,0.0206101
0.0092568,-0.0031513,0.0186571
0.0087622,-0.0023496,0.0174477
0.0091168,-0.0009951,0.0158814
0.0090702,0.0001014,0.0148801
0.0087996,0.0014098,0.0134724
0.006532,0.0013729,0.0096458
0.0062334,0.0016493,0.0090312
0.0057948,0.0010044,0.0074054
0.0054496,0.0008201,0.0063347
0.0066813,0.0011334,0.0058985
0.0071945,0.0010136,0.0046593
0.008277,0.0015664,0.0022702
0.008445,0.0022391,-0.000109
0.008361,0.001935,-0.0034102
0.0079784,0.0020179,-0.006295
0.0072692,0.0014835,-0.0085751
0.0063734,0.0013176,-0.0104389
0.0044698,0.0017968,-0.012144
0.0026035,0.0025984,-0.0138491
-0.000028,0.003225,-0.0155046
-0.0019783,0.0035659,-0.0166348
-0.0041058,0.003096,-0.017527
-0.0061681,0.0020363,-0.0185778
-0.0077918,0.0006819,-0.0196088
-0.0098447,-0.000903,-0.0207984
-0.0106099,-0.0025247,-0.0211057
-0.0114777,-0.003354,-0.0211851
-0.0112537,-0.003999,-0.021651
-0.0112444,-0.0038239,-0.0226027
-0.0116177,-0.0037871,-0.0238419
-0.0123828,-0.0039713,-0.0249423
-0.0136892,-0.0049204,-0.0262806
-0.0135586,-0.0050218,-0.0253884
-0.0137079,-0.0047546,-0.023485
-0.0134373,-0.0040819,-0.0219781
-0.0137452,-0.0044689,-0.0206795
-0.01298,-0.0042386,-0.0190437
-0.0127934,-0.0056391,-0.017299
-0.0125228,-0.0074635,-0.015802
-0.011375,-0.0096012,-0.0133832
-0.0104886,-0.0109189,-0.0107264
-0.0091355,-0.0115178,-0.0078415
-0.0089769,-0.0113243,-0.0058589
-0.0092568,-0.0114164,-0.0044313
-0.0094994,-0.0118587,-0.0023297
-0.0092568,-0.0111953,0.0003767
-0.0087436,-0.0103568,0.0029939
-0.0084543,-0.0092603,0.0048873
-0.0077358,-0.0078137,0.0069097
-0.0080344,-0.0071042,0.0081984
-0.0073625,-0.0057036,0.009388
-0.0063547,-0.0052337,0.0106768
-0.0037979,-0.0051784,0.0112914
-0.0009611,-0.0058879,0.0118763
0.001409,-0.0057865,0.0118565
0.0040405,-0.0064039,0.0118862
0.0058042,-0.006367,0.0117871
0.006448,-0.0064131,0.0118069
0.0055802,-0.0062104,0.0119953
0.0071386,-0.00516,0.0142357
0.0076518,-0.0048928,0.0149594
0.008137,-0.005206,0.0150784
0.008389,-0.0044505,0.0158318
0.0092941,-0.0043215,0.0188554
0.0090982,-0.0043307,0.0201541
0.0087622,-0.0034646,0.020729
0.0079691,-0.0031421,0.0211553
0.0078104,-0.0025247,0.0217501
0.0067933,-0.0017046,0.0216312
0.0065973,-0.0005713,0.0215518
0.0069239,0.0003317,0.0213635
0.0062054,0.0015111,0.020729
0.0058788,0.0034277,0.0201144
0.0042645,0.0049112,0.0192618
0.0043951,0.0056115,0.017527
0.0038352,0.0070489,0.0154551
0.0032473,0.0087443,0.0131849
0.00307,0.0094907,0.0110733
0.003238,0.0109373,0.0090609
0.0044324,0.0121997,0.0066222
0.0043858,0.0133791,0.0050063
0.0034806,0.013978,0.0014672
0.0046284,0.0151206,0.0010211
0.0054776,0.0148534,-0.0004957
0.0057108,0.0145493,-0.0021314
0.0057482,0.0133883,-0.0036085
0.0062241,0.0120154,-0.0054127
0.0059348,0.0117758,-0.0070782
0.0059815,0.0111585,-0.0084958
0.0056735,0.0107899,-0.0095268
0.0045911,0.0102002,-0.0110238
0.0033127,0.0090207,-0.0122629
0.0027714,0.0083481,-0.0134327
0.0022395,0.0075557,-0.0151676
0.0029861,0.0074543,-0.0159706
0.003154,0.0074175,-0.0168529
0.0028834,0.0057313,-0.0175964
0.0028461,0.0048375,-0.0180821
0.0024448,0.0029486,-0.0189644
0.0031634,0.0012163,-0.0182209
0.0039565,-0.0010689,-0.0168628
0.004927,-0.0027551,-0.0159607
0.0052816,-0.0046624,-0.0153857
0.0047124,-0.006579,-0.0136508
0.0034993,-0.008818,-0.0121539
0.0018103,-0.0106701,-0.0102604
0.0003359,-0.0125129,-0.0081389
-0.0025848,-0.0150561,-0.0073062
-0.0032007,-0.0157564,-0.0029046
-0.0060095,-0.0164566,-0.0014474
-0.0083237,-0.0178111,0.0002577
-0.011431,-0.0181521,0.0010013
-0.0137079,-0.0181521,0.0016754
-0.0161527,-0.018493,0.0022801
-0.0180284,-0.0190274,0.0030335
-0.0190921,-0.0199949,0.0026865
-0.0202679,-0.0203451,0.0030732
-0.0203892,-0.0208795,0.0040546
-0.0207718,-0.0216535,0.0044115
-0.0201746,-0.0215245,0.0045602
-0.0199133,-0.0209624,0.0041042
-0.0194747,-0.020299,0.0035589
-0.01968,-0.0194236,0.0031327
-0.0199413,-0.0171938,0.0023693
-0.0201653,-0.0162816,0.0023098
-0.0199413,-0.0139135,0.0022206
-0.0192881,-0.0125682,0.0014077
-0.0191201,-0.0101449,0.0000892
-0.0186629,-0.0074543,-0.002181
-0.0189335,-0.0053719,-0.0035193
-0.0180564,-0.0043491,-0.004699
-0.0171325,-0.0031328,-0.0059282
-0.0149956,-0.0021561,-0.0069493
-0.0129521,-0.0020732,-0.008932
-0.0091448,-0.0003962,-0.0089122
-0.0060748,0.0011057,-0.0089122
-0.0029114,0.0030038,-0.0093286
0.000224,0.0046348,-0.0099135
0.0029301,0.0060814,-0.0094673
0.006504,0.007869,-0.0083769
0.0086689,0.0090668,-0.0069394
0.011403,0.0103292,-0.0050063
0.0128867,0.0118772,-0.0035292
0.0139319,0.0135449,-0.0026469
0.0150516,0.0149639,-0.0009715
0.0145944,0.0159222,0.0005452
0.0147904,0.0164014,0.0016357
0.0144171,0.0166225,0.0028253
0.014949,0.0164382,0.0040447
0.0154062,0.0160328,0.0058787
